knowledge_id,source_type,category,subcategory,entity,title,description,details,location,school_department,program,eligibility,fees,contact,source_id,source_url,source_page,original_record_id,verification_status,notes,entity_group
KN-0063,website,Academics,Executive & Working Professional Programmes,B.Tech in Civil Engineering for Working Professionals,B.Tech in Civil Engineering for Working Professionals,A B.Tech in Civil Engineering for Working Professionals is listed among B.Tech specialisations.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/civil-engineering-for-working-professionals/,,,B.Tech in Civil Engineering for Working Professionals,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-063,,,
KN-0064,website,Academics,B.Tech,Bachelor of Technology (B.Tech) overview,Bachelor of Technology (B.Tech) overview,"A 4-year (8-semester) residential B.Tech programme combining Ecole Centrale's curriculum, labs and industry connections. Curriculum is co-designed with Ecole Centrale, France.","Mandatory 100% residential programme; hostel stay is mandatory. International exchange programme with mandatory internships. First two years are the Core Program; last two years are the Professional Program with electives. Credit structure: basic sciences 47, basic engineering 28, humanities/social/creative sciences 15, enterprise sciences 10. Curriculum page: https://www.mahindrauniversity.edu.in/programs/b-tech/curriculum/ ; important dates page: https://www.mahindrauniversity.edu.in/programs/b-tech/important-dates/ (not extracted).",,,B.Tech,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-064,,,
KN-0065,website,Academics,B.Tech Specialisations,B.Tech specialisations listed,B.Tech specialisations listed,The B.Tech page lists these specialisations: Civil Engineering for Working Professionals; VLSI Design & Technology; Nanotechnology; Mechatronics; Electronics & Communication Engineering; Data Science; Computational Biology; Civil Engineering; Biotechnology; Aerospace Engineering; Mechanical Engineering; Computation & Mathematics; Electronics & Computer Engineering; Artificial Intelligence; Computer Science Engineering.,"The page has a 'Load More' control, so additional specialisations may exist that were not visible in the extracted text.",,,B.Tech,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-065,,,
KN-0066,website,Academics,B.Tech Specialisations,B.Tech in VLSI Design & Technology,B.Tech in VLSI Design & Technology,B.Tech in VLSI Design & Technology is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/vlsi-design-and-technology/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in VLSI Design & Technology,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-066,,,
KN-0067,website,Academics,B.Tech Specialisations,B.Tech in Nanotechnology,B.Tech in Nanotechnology,B.Tech in Nanotechnology is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/nanotechnology-program/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Nanotechnology,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-067,,,
KN-0068,website,Academics,B.Tech Specialisations,B.Tech in Mechatronics,B.Tech in Mechatronics,B.Tech in Mechatronics is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/mechatronics-engineering/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Mechatronics,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-068,,,
KN-0069,website,Academics,B.Tech Specialisations,B.Tech in Electronics & Communication Engineering,B.Tech in Electronics & Communication Engineering,B.Tech in Electronics & Communication Engineering is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/electronics-and-communication-engineering/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Electronics & Communication Engineering,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-069,,,
KN-0070,website,Academics,B.Tech Specialisations,B.Tech in Data Science,B.Tech in Data Science,B.Tech in Data Science is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/data-science/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Data Science,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-070,,,
KN-0071,website,Academics,B.Tech Specialisations,B.Tech in Computational Biology,B.Tech in Computational Biology,B.Tech in Computational Biology is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/computational-biology/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Computational Biology,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-071,,,
KN-0072,website,Academics,B.Tech Specialisations,B.Tech in Civil Engineering,B.Tech in Civil Engineering,B.Tech in Civil Engineering is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/civil-engineering/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Civil Engineering,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-072,,,
KN-0073,website,Academics,B.Tech Specialisations,B.Tech in Biotechnology,B.Tech in Biotechnology,B.Tech in Biotechnology is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/bio-technology-program/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Biotechnology,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-073,,,
KN-0074,website,Academics,B.Tech Specialisations,B.Tech in Aerospace Engineering,B.Tech in Aerospace Engineering,B.Tech in Aerospace Engineering is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/aerospace-engineering/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Aerospace Engineering,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-074,,,
KN-0075,website,Academics,B.Tech Specialisations,B.Tech in Mechanical Engineering,B.Tech in Mechanical Engineering,B.Tech in Mechanical Engineering is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/mechanical-engineering/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Mechanical Engineering,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-075,,,
KN-0076,website,Academics,B.Tech Specialisations,B.Tech in Computation & Mathematics,B.Tech in Computation & Mathematics,B.Tech in Computation & Mathematics is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/computation-mathematics/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Computation & Mathematics,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-076,,,
KN-0077,website,Academics,B.Tech Specialisations,B.Tech in Electronics & Computer Engineering,B.Tech in Electronics & Computer Engineering,B.Tech in Electronics & Computer Engineering is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/electronics-computer-engineering/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Electronics & Computer Engineering,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-077,,,
KN-0078,website,Academics,B.Tech Specialisations,B.Tech in Artificial Intelligence,B.Tech in Artificial Intelligence,B.Tech in Artificial Intelligence is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/artificial-intelligence-program/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Artificial Intelligence,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-078,,,
KN-0079,website,Academics,B.Tech Specialisations,B.Tech in Computer Science Engineering,B.Tech in Computer Science Engineering,B.Tech in Computer Science Engineering is listed as a B.Tech specialisation.,Programme page: https://www.mahindrauniversity.edu.in/programs/b-tech/computer-science-engineering/ (content not extracted). School mapping is not stated on the page.,,,B.Tech in Computer Science Engineering,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-079,,,
KN-0080,website,Admissions,Application,Admissions 2026 open,Admissions 2026 open,"Mahindra University announces admissions for 2026 in Undergraduate, Postgraduate and Ph.D. programmes. Applications are made through the online admissions portal.",Apply now: https://admission.mahindrauniversity.edu.in/ . Info sessions registration: https://www.mahindrauniversity.edu.in/meet-us-infosessions/ . Admission 2026-2027 page: https://www.mahindrauniversity.edu.in/study-at-mahindra/ . Source is the site-wide admissions pop-up.,,,,,,admissions@mahindrauniversity.edu.in,SRC-W-04,https://www.mahindrauniversity.edu.in/post-graduate-programs/,Post Graduate (PG) Programs - Mahindra University,MU-080,,,
KN-0081,website,Admissions,Application,Admission notification and brochure documents,Admission notification and brochure documents,"Downloadable documents linked on the site: B.Tech Admission Notification 2026-27 (PDF), University brochure (PDF), Public Self-Disclosure (PDF), Students Code of Conduct (PDF).",B.Tech notification: https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/03/B.Tech-Admission-Notification-2026-27.pdf ; Brochure: https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/03/MU-Brochure-6-pager-2025.pdf ; PDFs were not read.,,,,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-081,,,
KN-0082,website,Admissions,B.Tech Fees,B.Tech fee structure - Indian students,B.Tech fee structure - Indian students,"Indian students: academic fees Rs 5,00,000; hostel charges Rs 1,70,000; caution deposit Rs 20,000 (refundable at the end of study or graduation).","The page does not state whether amounts are per year or for the full programme. Hostel residence is mandatory for B.Tech students. First-year students are allotted triple-occupancy rooms; from the second year, double or triple occupancy may be opted for, subject to availability, with hostel fees per allotted type. All fees (academic, hostel etc.) are subject to annual revision.",,,B.Tech,,"Academic: INR 5,00,000; Hostel: INR 1,70,000; Caution deposit (refundable): INR 20,000",,SRC-W-06,https://www.mahindrauniversity.edu.in/programs/b-tech/fee-structure/,B.Tech Fee Structure 2026 | Mahindra University,MU-082,,,
KN-0083,website,Admissions,B.Tech Fees,B.Tech fee structure - PIO/NRI students,B.Tech fee structure - PIO/NRI students,"PIO/NRI students: academic fees USD 9,000; hostel charges USD 3,000; caution deposit USD 400 (refundable).",The page does not state whether amounts are per year or for the full programme. Hostel residence is mandatory.,,,B.Tech,,"Academic: USD 9,000; Hostel: USD 3,000; Caution deposit (refundable): USD 400",,SRC-W-06,https://www.mahindrauniversity.edu.in/programs/b-tech/fee-structure/,B.Tech Fee Structure 2026 | Mahindra University,MU-083,,,
KN-0084,website,Admissions,B.Tech Eligibility,B.Tech eligibility - Indian category,B.Tech eligibility - Indian category,"Qualify in JEE (Main) 2026 and be eligible to write JEE Advanced 2026 (or top All India Rank in JEE Main), OR a valid SAT Subject Test score (including maths, physics, chemistry) of at least 1800, OR a valid SAT score of at least 800, OR a valid ACT composite score of at least 18.",Students admitted through JEE/SAT/ACT need 60% or equivalent in 10+2 from any statutory board.,,,B.Tech,JEE (Main) 2026 / SAT Subject (min 1800) / SAT (min 800) / ACT (min composite 18); 60% in 10+2,,,SRC-W-07,https://www.mahindrauniversity.edu.in/programs/b-tech/eligibility-criteria/,B.Tech Eligibility Criteria - Mahindra University,MU-084,,,
KN-0085,website,Admissions,B.Tech Eligibility,B.Tech eligibility - POI/NRI category,B.Tech eligibility - POI/NRI category,10+2 or equivalent from any statutory board with 80% or equivalent grade (IB or other approved boards). Valid SAT scores are considered but not mandatory. Shortlisted candidates are followed by a panel interview.,,,,B.Tech,10+2 with 80% or equivalent; SAT optional; panel interview for shortlisted candidates,,,SRC-W-07,https://www.mahindrauniversity.edu.in/programs/b-tech/eligibility-criteria/,B.Tech Eligibility Criteria - Mahindra University,MU-085,,,
KN-0086,website,Admissions,B.Tech Eligibility,Biotechnology-related programmes - eligibility note,Biotechnology-related programmes - eligibility note,"For Biotechnology, Computational Biology and 5-Yr Integrated M.Tech-Biotechnology, candidates who studied Physics, Chemistry and Biology in 12th grade are also eligible based on 12th grade PCB scores. Candidates applying via SAT/ACT undergo a technical and aptitude-based interview.","Also stated: for BBA (Applied Economics & Finance) and BBA (Computational Business Analytics), Mathematics in 12th grade is mandatory.",,,B.Tech in Biotechnology; B.Tech in Computational Biology; 5-year Integrated M.Tech in Biotechnology,PCB in Grade 12 accepted; technical and aptitude interview for SAT/ACT route,,,SRC-W-07,https://www.mahindrauniversity.edu.in/programs/b-tech/eligibility-criteria/,B.Tech Eligibility Criteria - Mahindra University,MU-086,,,
KN-0087,website,Admissions,B.Tech Eligibility,UGC Equivalence Certificate requirement for international curricula,UGC Equivalence Certificate requirement for international curricula,"All UG applicants who completed Class 12 under IB, Cambridge or any other international curriculum must submit a UGC Equivalence Certificate by 30 August 2026, or admission is automatically cancelled.",Equivalence portal linked on the page: https://equivalence.ugc.ac.in/ . Deadline as stated on the page.,,,,UGC Equivalence Certificate for international curriculum applicants,,,SRC-W-07,https://www.mahindrauniversity.edu.in/programs/b-tech/eligibility-criteria/,B.Tech Eligibility Criteria - Mahindra University,MU-087,,,
KN-0088,website,Admissions,B.Tech Eligibility,B.Tech entrance exams and interview (FAQ),B.Tech entrance exams and interview (FAQ),"Accepted: JEE (Main), SAT (Subject/general), ACT. For some specialisations (e.g. Biotechnology or integrated options) PCB scores may be required. Applicants via SAT/ACT, and for certain specialisations, undergo a technical and aptitude-based interview.",,,,B.Tech,,,,SRC-W-05,https://www.mahindrauniversity.edu.in/programs/b-tech/,BTech Courses and Specializations List- Mahindra University,MU-088,,,
KN-0089,website,Admissions,Scholarships,Mahindra University RISE Scholars Programme (B.Tech),Mahindra University RISE Scholars Programme (B.Tech),Merit-based scholarships for B.Tech students admitted via JEE Main score: 98 percentile and above - 100% academic (tuition) fee waiver; 96-98 percentile - 50% academic fee waiver; 94-96 percentile - 100% hostel and mess fee waiver; 90-94 percentile - 25% academic fee waiver.,"Awarded at admission for the first year. To continue for the remaining 3 years, students must maintain a minimum GPA of 7.5 at the end of each academic year without backlogs. Applicable only to students admitted with valid JEE scores. The University reserves the right to modify the policy. Scholarship PDF: https://www.mahindrauniversity.edu.in/wp-content/uploads/2026/05/Mahindra-University-RISE-Scholars-Program.pdf",,,B.Tech,,"Waivers: 100% / 50% / 25% academic fee or 100% hostel & mess, by JEE percentile band",,SRC-W-06,https://www.mahindrauniversity.edu.in/programs/b-tech/fee-structure/,B.Tech Fee Structure 2026 | Mahindra University,MU-089,,,
KN-0090,website,Admissions,Scholarships,Merit scholarship - 4-Year BBA (Hons.) in Hospitality Management,Merit scholarship - 4-Year BBA (Hons.) in Hospitality Management,Merit scholarships of up to 100% tuition fee waiver for students with 90% and above in Class 12 (or equivalent).,Shown beside 4-Year BBA (Hons.) in Hospitality Management in the site-wide 2026 admissions pop-up.,,School of Hospitality Management,4-Year BBA (Hons.) in Hospitality Management,90% and above in Class 12 (or equivalent),Up to 100% tuition fee waiver,,SRC-W-08,https://www.mahindrauniversity.edu.in/eateries/,Eateries | Mahindra University,MU-090,,,
KN-0091,website,Admissions,Quick Links,"Fee payment, academic calendar and mandatory disclosures pages","Fee payment, academic calendar and mandatory disclosures pages","The site provides Pay Fees, Academic Calendar, Mandatory Disclosures and Policies pages.",Pay fee: https://www.mahindrauniversity.edu.in/pay-fee/ ; Academic calendar: https://www.mahindrauniversity.edu.in/calendar/ ; Mandatory disclosures: https://www.mahindrauniversity.edu.in/mandatory-disclosures/ ; Policies: https://www.mahindrauniversity.edu.in/policies/ . Contents were not extracted.,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-091,,,
KN-0092,website,Campus & Facilities,Campus,Campus address and virtual tour,Campus address and virtual tour,"The campus is at Survey No: 62/1A, Bahadurpally, Jeedimetla, Hyderabad - 500043, Telangana, India. A Google Maps link and a 360-degree virtual campus tour are provided.",Virtual tour page: https://www.mahindrauniversity.edu.in/sites/virtual-tour-of-mu-campus.html (embedded third-party 360-degree tour; no readable text or building names could be extracted). No campus map with building names was found on the pages accessed.,"Mahindra University, Survey No: 62/1A, Bahadurpally, Jeedimetla, Hyderabad - 500043, Telangana, India",,,,,040-67135100,SRC-W-09,https://www.mahindrauniversity.edu.in/contact-us/,Contact Us - Mahindra University (MU),MU-092,,,
KN-0093,website,Campus & Facilities,Library,Vineet Nayyar Learning Resource Centre (VNLRC) - library overview,Vineet Nayyar Learning Resource Centre (VNLRC) - library overview,"VNLRC is the central knowledge hub of the university, supporting students, research scholars, faculty and staff with printed and electronic resources and technology-enabled study spaces. Total area: 36,650 square feet.",Page canonical URL: https://www.mahindrauniversity.edu.in/library-at-mahindra/,"Vineet Nayyar Learning Resource Centre (VNLRC), Mahindra University campus",,,,,,SRC-W-10,https://www.mahindrauniversity.edu.in/library/,Our E-Library and Stocks - Mahindra University (MU),MU-093,,Entity link: Vineet Nayyar Academic Block (partial_conflict); see combined_entity_overlap.csv.,Vineet Nayyar Academic Block
KN-0094,website,Campus & Facilities,Library,Library collection,Library collection,"The library holds 29,000+ books and journals across disciplines.",,VNLRC,,,,,,SRC-W-10,https://www.mahindrauniversity.edu.in/library/,Our E-Library and Stocks - Mahindra University (MU),MU-094,,,
KN-0095,website,Campus & Facilities,Library,Library automation and study spaces,Library automation and study spaces,"Full RFID automation with KOHA integrated software supports self checkout and real-time catalogue access. Reading rooms, collaborative areas and quiet zones are available.",,VNLRC,,,,,,SRC-W-10,https://www.mahindrauniversity.edu.in/library/,Our E-Library and Stocks - Mahindra University (MU),MU-095,,,
KN-0096,website,Campus & Facilities,Library,Library timings,Library timings,VNLRC: 8:00 AM-11:00 PM Monday-Friday; 9:00 AM-5:00 PM Saturday and Sunday (9:00 AM-11:00 PM on weekends during examination time). SOL: 9:00 AM-9:00 PM Monday-Friday; 9:00 AM-5:00 PM Saturday and Sunday (9:00 AM-9:00 PM on weekends during examination time).,'SOL' is not expanded on the page.,VNLRC,,,,,,SRC-W-10,https://www.mahindrauniversity.edu.in/library/,Our E-Library and Stocks - Mahindra University (MU),MU-096,,,
KN-0097,website,Campus & Facilities,Library,Library OPAC and e-resources,Library OPAC and e-resources,"OPAC (Online Public Access Catalog) lets users search books, journals and e-resources. E-journals and databases are available 24/7 with remote access.",OPAC: https://library.mahindrauniversity.edu.in/ ; Remote access: https://mahindrauniversity.refread.com/,,,,,,,SRC-W-10,https://www.mahindrauniversity.edu.in/library/,Our E-Library and Stocks - Mahindra University (MU),MU-097,,,
KN-0098,website,Campus & Facilities,Library,Library team,Library team,"Library staff listed: Srikanth Karnati (Chief Librarian); Sudheer Gudavarthi (Deputy Librarian); Vandana (Assistant Librarian); Anujesh Pratap Singh, Chintha Ranganayakulu, Jinkala Vijay Kumar and Sachin Ambedkar (Library Assistants).",,,,,,,,SRC-W-10,https://www.mahindrauniversity.edu.in/library/,Our E-Library and Stocks - Mahindra University (MU),MU-098,,,
KN-0099,website,Campus & Facilities,Residences,Student residences (hostels) overview,Student residences (hostels) overview,"Fully residential campus with on-campus student residences within walking distance of academic, recreational and dining facilities.",Individual hostel or block names are not listed on the page. Hostel stay is mandatory for B.Tech students.,On campus,,,,See B.Tech fee records for B.Tech hostel charges,,SRC-W-11,https://www.mahindrauniversity.edu.in/residences/,Residences | Mahindra University,MU-099,,Entity link: Hostels / residences (clear); see combined_entity_overlap.csv.,Hostels / residences
KN-0100,website,Campus & Facilities,Residences,Residence features and facilities,Residence features and facilities,"Furnished rooms; common areas for study, interaction and recreation; utilities and housekeeping support; internet connectivity; managed access and on-site supervision.",,On campus,,,,,,SRC-W-11,https://www.mahindrauniversity.edu.in/residences/,Residences | Mahindra University,MU-100,,Entity link: Hostels / residences (clear); see combined_entity_overlap.csv.,Hostels / residences
KN-0101,website,Campus & Facilities,Residences,Residence safety and wellbeing,Residence safety and wellbeing,"Controlled access to residential areas, on-site residential staff and support teams, protocols for safety, health and conduct, and access to campus health and support services.",A separate Campus Safety page exists: https://www.mahindrauniversity.edu.in/campus-safety/ (not extracted).,On campus,,,,,,SRC-W-11,https://www.mahindrauniversity.edu.in/residences/,Residences | Mahindra University,MU-101,,Entity link: Hostels / residences (clear); see combined_entity_overlap.csv. Also referenced by partial link to 'Health Care Centre' (MAP-011).,Hostels / residences
KN-0102,website,Campus & Facilities,Residences,Residential guidelines and orientation,Residential guidelines and orientation,Residences operate under residential guidelines; orientation programmes help new residents transition into campus living.,,,,,,,,SRC-W-11,https://www.mahindrauniversity.edu.in/residences/,Residences | Mahindra University,MU-102,,Entity link: Hostels / residences (clear); see combined_entity_overlap.csv.,Hostels / residences
KN-0103,website,Campus & Facilities,Dining,Student mess,Student mess,"The student mess provides regular meal services as part of the residential experience, in structured dining spaces designed for large student populations.",,On campus; accessible from hostels and academic blocks,,,,,,SRC-W-08,https://www.mahindrauniversity.edu.in/eateries/,Eateries | Mahindra University,MU-103,,Entity link: Academic Block (partial); see combined_entity_overlap.csv.,Academic Block
KN-0104,website,Campus & Facilities,Dining,Canteens and casual dining,Canteens and casual dining,Canteens and informal dining areas are positioned across the campus for quick meals and refreshments outside scheduled meal times.,,Across campus,,,,,,SRC-W-08,https://www.mahindrauniversity.edu.in/eateries/,Eateries | Mahindra University,MU-104,,,
KN-0105,website,Campus & Facilities,Dining,Guest and faculty dining,Guest and faculty dining,"Separate dining arrangements exist for visiting faculty, guests and institutional partners through designated hospitality facilities, including dining spaces associated with the university guesthouse.",,University guesthouse / designated hospitality facilities,,,,,,SRC-W-08,https://www.mahindrauniversity.edu.in/eateries/,Eateries | Mahindra University,MU-105,,Entity link: Guest House (clear); see combined_entity_overlap.csv.,Guest House
KN-0106,website,Campus & Facilities,Sports,Outdoor sports grounds,Outdoor sports grounds,"Dedicated grounds and courts for football, cricket, basketball, volleyball and athletics.",,On campus,,,,,,SRC-W-12,https://www.mahindrauniversity.edu.in/sports/,Sports | Mahindra University,MU-106,,Entity link: Soccer Field (partial); see combined_entity_overlap.csv.,Soccer Field
KN-0107,website,Campus & Facilities,Sports,Indoor courts and halls,Indoor courts and halls,"Indoor facilities for badminton, table tennis, snooker and other recreational games.",,On campus,,,,,,SRC-W-12,https://www.mahindrauniversity.edu.in/sports/,Sports | Mahindra University,MU-107,,,
KN-0108,website,Campus & Facilities,Sports,Gym and fitness centre,Gym and fitness centre,Gym with modern cardio and strength-training equipment.,,On campus,,,,,,SRC-W-12,https://www.mahindrauniversity.edu.in/sports/,Sports | Mahindra University,MU-108,,,
KN-0109,website,Campus & Facilities,Sports,Swimming pool,Swimming pool,A dedicated swimming pool for leisure and fitness swimming.,,On campus,,,,,,SRC-W-12,https://www.mahindrauniversity.edu.in/sports/,Sports | Mahindra University,MU-109,,,
KN-0110,website,Campus & Facilities,Sports,Jogging and fitness track,Jogging and fitness track,"A multi-lane jogging and fitness track for running, warm-ups and outdoor conditioning.",,On campus,,,,,,SRC-W-12,https://www.mahindrauniversity.edu.in/sports/,Sports | Mahindra University,MU-110,,,
KN-0111,website,Campus & Facilities,Sports,Wellness and yoga programmes,Wellness and yoga programmes,"Regular yoga sessions, fitness programmes and wellness initiatives support mental health and stress management.",,,,,,,,SRC-W-12,https://www.mahindrauniversity.edu.in/sports/,Sports | Mahindra University,MU-111,,,
KN-0112,website,Campus & Facilities,Sports,Student sports clubs and tournaments,Student sports clubs and tournaments,"Active sports clubs: Football, Cricket, Badminton, Table tennis, Basketball, Volleyball, Tennis, Snooker. AIRO is the annual multi-sport event; students also join inter-university tournaments.",,,,,,,,SRC-W-12,https://www.mahindrauniversity.edu.in/sports/,Sports | Mahindra University,MU-112,,,
KN-0113,website,Campus & Facilities,Classrooms,Classrooms and smart classroom features,Classrooms and smart classroom features,"Most teaching spaces have smart classroom technology (digital presentation, audio-visual support, interactive tools), flexible seating layouts, integrated projection and sound systems, and ergonomic comfort features.",Smaller classrooms support seminar-style discussion; larger lecture halls accommodate cohort-based learning. Classrooms are described as accessible and inclusive. Support for blended and hybrid instruction.,"On campus, serving engineering, management, law and sciences programmes",,,,,,SRC-W-13,https://www.mahindrauniversity.edu.in/classrooms/,Classrooms | Mahindra University,MU-113,,,
KN-0114,website,Student Life,Overview,Student life and clubs overview,Student life and clubs overview,Homepage states students engage in 75+ clubs and host fests. The Student Clubs page meta description states 40+ student clubs; 48 entries are listed on that page.,The '75+' (homepage) and '40+' (Student Clubs page) figures differ on the site. Student clubs page: https://www.mahindrauniversity.edu.in/student-clubs/,,,,,,,SRC-W-02,https://www.mahindrauniversity.edu.in/,Mahindra University: Best Private University in Hyderabad,MU-114,,,
KN-0115,website,Student Life,Student Clubs,AeiForia - The Sustainability Club,AeiForia - The Sustainability Club,"Promotes sustainable practices and environmental awareness on campus through drives, design projects and student campaigns.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-115,,,
KN-0116,website,Student Life,Student Clubs,Aether & AIRO Committees,Aether & AIRO Committees,"Manage the university's annual techno-cultural festival (Aether) and sports festival (AIRO); students lead planning, creative direction, logistics and execution.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-116,,,
KN-0117,website,Student Life,Student Clubs,AIESEC at Mahindra University,AIESEC at Mahindra University,"Connects MU students to a global youth network for leadership, exchange and service learning, including international internships and social impact projects.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-117,,,
KN-0118,website,Student Life,Student Clubs,Ambrosia - The Biology Club,Ambrosia - The Biology Club,"Explores biology through experiments, workshops and field studies.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-118,,,
KN-0119,website,Student Life,Student Clubs,Amartya - The Finance Club,Amartya - The Finance Club,"Studies how finance shapes innovation and enterprise through discussions, simulations and analysis.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-119,,,
KN-0120,website,Student Life,Student Clubs,Art Felt Club,Art Felt Club,"A space for creative expression in art and design through workshops, exhibitions and collaborative projects.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-120,,,
KN-0121,website,Student Life,Student Clubs,ASCE Student Chapter,ASCE Student Chapter,Engages civil engineering students in real-world design and infrastructure applications; promotes sustainable construction and professional growth.,,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-121,,,
KN-0122,website,Student Life,Student Clubs,AUV Club,AUV Club,"Builds and tests autonomous underwater vehicles for research and competition, blending mechanical, electronic and software skills.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-122,,,
KN-0123,website,Student Life,Student Clubs,BAJA SAE Team,BAJA SAE Team,Designs and fabricates off-road vehicles to compete in national SAE events.,Listed separately from 'SAE BAJA Division' on the page.,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-123,,,
KN-0124,website,Student Life,Student Clubs,Celeste - The Astronomy Club,Celeste - The Astronomy Club,"Astronomy and astrophysics through observation, research and discussions, open to students from every discipline.",,,,,,,,SRC-W-14,https://www.mahindrauniversity.edu.in/student-clubs/,Student Clubs | Mahindra University,MU-124,,,
